ano;codigo_questao;rotulo;cabecalho_original
2024;8.a.5;Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.
2024;8.a.6;Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.
2024;8.a.7;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc
2024;8.a.8;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.
2024;8.a.9;Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.
2024;8.a.10;Crio e gerencio soluções de Feature Store e cultura de MLOps.;8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.
2024;8.a.11;Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)
2024;8.a.12;Treino e aplico LLM's para solucionar problemas de negócio.;8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.
2024;8.b;tecnicas_e_metodos_ds;8.b_tecnicas_e_metodos_ds
2024;8.b.1;Utilizo modelos de regressão (linear, logística, GLM).;8.b.1_Utilizo modelos de regressão (linear, logística, GLM).
2024;8.b.2;Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.;8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.
2024;8.b.3;Desenvolvo sistemas de recomendação (RecSys).;8.b.3_Desenvolvo sistemas de recomendação (RecSys).
2024;8.b.4;Utilizo métodos estatísticos Bayesianos para analisar dados.;8.b.4_Utilizo métodos estatísticos Bayesianos para analisar dados.
2024;8.b.5;Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.;8.b.5_Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.
2024;8.b.6;Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.;8.b.6_Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.
2024;8.b.7;Utilizo cadeias de Markov ou HMM\s para realizar análises de dados.;8.b.7_Utilizo cadeias de Markov ou HMM\s para realizar análises de dados.
2024;8.b.8;Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).;8.b.8_Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).
2024;8.b.9;Realizo previsões através de modelos de Séries Temporais (Time Series).;8.b.9_Realizo previsões através de modelos de Séries Temporais (Time Series).
2024;8.b.10;Utilizo modelos de Reinforcement Learning (aprendizado por reforço).;8.b.10_Utilizo modelos de Reinforcement Learning (aprendizado por reforço).
2024;8.b.11;Utilizo modelos de Machine Learning para detecção de fraude.;8.b.11_Utilizo modelos de Machine Learning para detecção de fraude.
2024;8.b.12;Utilizo métodos de Visão Computacional.;8.b.12_Utilizo métodos de Visão Computacional.
2024;8.b.13;Utilizo modelos de Detecção de Churn.;8.b.13_Utilizo modelos de Detecção de Churn.
2024;8.b.14;Utilizo LLM's para solucionar problemas de negócio.;8.b.14_Utilizo LLM's para solucionar problemas de negócio.
2024;8.c;tecnologias_ds;8.c_tecnologias_ds
2024;8.c.1;Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).;8.c.1_Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).
2024;8.c.2;Planilhas (Excel, Google Sheets etc).;8.c.2_Planilhas (Excel, Google Sheets etc).
2024;8.c.3;Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).;8.c.3_Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).
2024;8.c.4;Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).;8.c.4_Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).
2024;8.c.5;Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).;8.c.5_Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).
2024;8.c.6;Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).;8.c.6_Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).
2024;8.c.7;Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).;8.c.7_Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).
2024;8.c.8;Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).;8.c.8_Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).
2024;8.c.9;Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).;8.c.9_Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).
2024;8.c.10;Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).;8.c.10_Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).
2024;8.c.11;Ferramentas de estatística avançada como SPSS, SAS, etc.;8.c.11_Ferramentas de estatística avançada como SPSS, SAS, etc.
2024;8.d;maior_tempo_gasto_como_ds;8.d_maior_tempo_gasto_como_ds
2024;8.d.1;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;8.d.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.
2024;8.d.2;Coletando e limpando dos dados que uso para análise e modelagem.;8.d.2_Coletando e limpando dos dados que uso para análise e modelagem.
2024;8.d.3;Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;8.d.3_Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.
2024;8.d.4;Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;8.d.4_Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).
2024;8.d.5;Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.;8.d.5_Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.
2024;8.d.6;Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;8.d.6_Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.
2024;8.d.7;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.;8.d.7_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.
2024;8.d.8;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;8.d.8_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.
2024;8.d.9;Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.;8.d.9_Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.
2024;8.d.10;Criando e gerenciando soluções de Feature Store e cultura de MLOps.;8.d.10_Criando e gerenciando soluções de Feature Store e cultura de MLOps.
2024;8.d.11;Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);8.d.11_Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)
2024;8.d.12;Treinando e aplicando LLM's para solucionar problemas de negócio.;8.d.12_Treinando e aplicando LLM's para solucionar problemas de negócio.
2025;0.a;token;0.a_token
2025;0.d;data/hora_envio;0.d_data/hora_envio
2025;1.a;idade;1.a_idade
2025;1.a.1;faixa_idade;1.a.1_faixa_idade
2025;1.b;genero;1.b_genero
2025;1.c;cor/raca/etnia;1.c_cor/raca/etnia
2025;1.d;pcd;1.d_pcd
2025;1.e;experiencia_profissional_prejudicada;1.e_experiencia_profissional_prejudicada
2025;1.e.1;Não acredito que minha experiência profissional seja afetada;1.e.1_Não acredito que minha experiência profissional seja afetada
2025;1.e.2;Sim, devido a minha Cor/Raça/Etnia;1.e.2_Sim, devido a minha Cor/Raça/Etnia
2025;1.e.3;Sim, devido a minha identidade de gênero;1.e.3_Sim, devido a minha identidade de gênero
2025;1.e.4;Sim, devido ao fato de ser PCD;1.e.4_Sim, devido ao fato de ser PCD
2025;1.f;aspectos_prejudicados;1.f_aspectos_prejudicados
2025;1.f.1;Quantidade de oportunidades de emprego/vagas recebidas;1.f.1_Quantidade de oportunidades de emprego/vagas recebidas
2025;1.f.2;Senioridade das vagas recebidas em relação à sua experiência;1.f.2_Senioridade das vagas recebidas em relação à sua experiência
2025;1.f.3;Aprovação em processos seletivos/entrevistas;1.f.3_Aprovação em processos seletivos/entrevistas
2025;1.f.4;Oportunidades de progressão de carreira;1.f.4_Oportunidades de progressão de carreira
2025;1.f.5;Velocidade de progressão de carreira;1.f.5_Velocidade de progressão de carreira
2025;1.f.6;Nível de cobrança no trabalho/Stress no trabalho;1.f.6_Nível de cobrança no trabalho/Stress no trabalho
2025;1.f.7;Atenção dada pelas pessoas diante das minhas opiniões e ideias;1.f.7_Atenção dada pelas pessoas diante das minhas opiniões e ideias
2025;1.f.8;Relação com outras pessoas da empresa, em momentos de trabalho;1.f.8_Relação com outras pessoas da empresa, em momentos de trabalho
2025;1.f.9;Relação com outras pessoas da empresa, em momentos de integração e outros momentos fora do trabalho;1.f.9_Relação com outras pessoas da empresa, em momentos de integração e outros momentos fora do trabalho
2025;1.g;vive_no_brasil;1.g_vive_no_brasil
2025;1.h;pais_onde_mora;1.h_pais_onde_mora
2025;1.i;estado_onde_mora;1.i_estado_onde_mora
2025;1.i.1;uf_onde_mora;1.i.1_uf_onde_mora
2025;1.i.2;regiao_onde_mora;1.i.2_regiao_onde_mora
2025;1.j;vive_no_estado_de_formacao;1.j_vive_no_estado_de_formacao
2025;1.k;estado_de_origem;1.k_estado_de_origem
2025;1.k.1;uf_de_origem;1.k.1_uf_de_origem
2025;1.k.2;regiao_de_origem;1.k.2_regiao_de_origem
2025;1.l;nivel_de_ensino;1.l_nivel_de_ensino
2025;1.m;área_de_formação;1.m_área_de_formação
2025;2.a;situação_de_trabalho;2.a_situação_de_trabalho
2025;2.b;setor;2.b_setor
2025;2.c;numero_de_funcionarios;2.c_numero_de_funcionarios
2025;2.d;atua_como_gestor;2.d_atua_como_gestor
2025;2.e;cargo_como_gestor;2.e_cargo_como_gestor
2025;2.f;cargo_atual;2.f_cargo_atual
2025;2.g;nivel;2.g_nivel
2025;2.h;faixa_salarial;2.h_faixa_salarial
2025;2.i;tempo_de_experiencia_em_dados;2.i_tempo_de_experiencia_em_dados
2025;2.j;tempo_de_experiencia_em_ti;2.j_tempo_de_experiencia_em_ti
2025;2.k;satisfeito_atualmente;2.k_satisfeito_atualmente
2025;2.l.1;Remuneração/Salário;2.l.1_Remuneração/Salário
2025;2.l.2;Benefícios;2.l.2_Benefícios
2025;2.l.3;Propósito do trabalho e da empresa;2.l.3_Propósito do trabalho e da empresa
2025;2.l.4;Flexibilidade de trabalho remoto;2.l.4_Flexibilidade de trabalho remoto
2025;2.l.5;Ambiente e clima de trabalho;2.l.5_Ambiente e clima de trabalho
2025;2.l.6;Oportunidade de aprendizado e trabalhar com referências;2.l.6_Oportunidade de aprendizado e trabalhar com referências
2025;2.l.7;Oportunidades de crescimento;2.l.7_Oportunidades de crescimento
2025;2.l.8;Maturidade da empresa em termos de tecnologia e dados;2.l.8_Maturidade da empresa em termos de tecnologia e dados
2025;2.l.9;Relação com os gestores e líderes;2.l.9_Relação com os gestores e líderes
2025;2.l.10;Reputação que a empresa tem no mercado;2.l.10_Reputação que a empresa tem no mercado
2025;2.l.11;Gostaria de trabalhar em outra área;2.l.11_Gostaria de trabalhar em outra área
2025;2.l;motivo_insatisfacao;2.l_motivo_insatisfacao
2025;2.m;participou_de_entrevistas_ultimos_6m;2.m_participou_de_entrevistas_ultimos_6m
2025;2.n;planos_de_mudar_de_emprego_6m;2.n_planos_de_mudar_de_emprego_6m
2025;2.o;criterios_para_escolha_de_emprego;2.o_criterios_para_escolha_de_emprego
2025;2.o.1;Remuneração/Salário;2.o.1_Remuneração/Salário
2025;2.o.2;Benefícios;2.o.2_Benefícios
2025;2.o.3;Propósito do trabalho e da empresa;2.o.3_Propósito do trabalho e da empresa
2025;2.o.4;Flexibilidade de trabalho remoto;2.o.4_Flexibilidade de trabalho remoto
2025;2.o.5;Ambiente e clima de trabalho;2.o.5_Ambiente e clima de trabalho
2025;2.o.6;Oportunidade de aprendizado e trabalhar com referências;2.o.6_Oportunidade de aprendizado e trabalhar com referências
2025;2.o.7;Plano de carreira e oportunidades de crescimento;2.o.7_Plano de carreira e oportunidades de crescimento
2025;2.o.8;Maturidade da empresa em termos de tecnologia e dados;2.o.8_Maturidade da empresa em termos de tecnologia e dados
2025;2.o.9;Qualidade dos gestores e líderes;2.o.9_Qualidade dos gestores e líderes
2025;2.o.10;Reputação que a empresa tem no mercado;2.o.10_Reputação que a empresa tem no mercado
2025;2.p;empresa_passou_por_layoff_em_2025;2.p_empresa_passou_por_layoff_em_2025
2025;2.q;modelo_de_trabalho_atual;2.q_modelo_de_trabalho_atual
2025;2.r;modelo_de_trabalho_ideal;2.r_modelo_de_trabalho_ideal
2025;2.s;atitude_em_caso_de_retorno_presencial;2.s_atitude_em_caso_de_retorno_presencial
2025;3.a;numero_de_pessoas_em_dados;3.a_numero_de_pessoas_em_dados
2025;3.b;cargos_no_time_de_dados_da_empresa;3.b_cargos_no_time_de_dados_da_empresa
2025;3.b.1;Analytics Engineer;3.b.1_Analytics Engineer
2025;3.b.2;Engenharia de Dados/Data Engineer;3.b.2_Engenharia de Dados/Data Engineer
2025;3.b.3;Analista de Dados/Data Analyst;3.b.3_Analista de Dados/Data Analyst
2025;3.b.4;Cientista de Dados/Data Scientist;3.b.4_Cientista de Dados/Data Scientist
2025;3.b.5;Database Administrator/DBA;3.b.5_Database Administrator/DBA
2025;3.b.6;Analista de Business Intelligence/BI;3.b.6_Analista de Business Intelligence/BI
2025;3.b.7;Arquiteto de Dados/Data Architect;3.b.7_Arquiteto de Dados/Data Architect
2025;3.b.8;Data Product Manager/DPM;3.b.8_Data Product Manager/DPM
2025;3.b.9;Business Analyst;3.b.9_Business Analyst
2025;3.b.10;ML Engineer/AI Engineer;3.b.10_ML Engineer/AI Engineer
2025;3.c;responsabilidades_como_gestor;3.c_responsabilidades_como_gestor
2025;3.c.1;Pensar na visão de longo prazo de dados;3.c.1_Pensar na visão de longo prazo de dados
2025;3.c.2;Organização de treinamentos e iniciativas;3.c.2_Organização de treinamentos e iniciativas
2025;3.c.3;Atração, seleção e contratação;3.c.3_Atração, seleção e contratação
2025;3.c.4;Decisão sobre contratação de ferramentas;3.c.4_Decisão sobre contratação de ferramentas
2025;3.c.5;gestor da equipe de engenharia de dados;3.c.5_gestor da equipe de engenharia de dados
2025;3.c.6;gestor da equipe de estudos, relatórios;3.c.6_gestor da equipe de estudos, relatórios
2025;3.c.7;gestor da equipe de Inteligência Artificial e Machine Learning;3.c.7_gestor da equipe de Inteligência Artificial e Machine Learning
2025;3.c.8;Apesar de ser gestor ainda atuo na parte técnica;3.c.8_Apesar de ser gestor ainda atuo na parte técnica
2025;3.c.9;Gestão de projetos de dados;3.c.9_Gestão de projetos de dados
2025;3.c.10;Gestão de produtos de dados;3.c.10_Gestão de produtos de dados
2025;3.c.11;Gestão de pessoas;3.c.11_Gestão de pessoas
2025;3.d;desafios_como_gestor;3.d_desafios_como_gestor
2025;3.d.1;Contratar talentos;3.d.1_Contratar talentos
2025;3.d.2;Reter talentos;3.d.2_Reter talentos
2025;3.d.3;Convencer a empresa a aumentar investimentos;3.d.3_Convencer a empresa a aumentar investimentos
2025;3.d.4;Gestão de equipes no ambiente remoto;3.d.4_Gestão de equipes no ambiente remoto
2025;3.d.5;Gestão de projetos envolvendo áreas multidisciplinares;3.d.5_Gestão de projetos envolvendo áreas multidisciplinares
2025;3.d.6;Organizar as informações com qualidade e confiabilidade;3.d.6_Organizar as informações com qualidade e confiabilidade
2025;3.d.7;Processar e armazenar um alto volume de dados;3.d.7_Processar e armazenar um alto volume de dados
2025;3.d.8;Gerar valor para as áreas de negócios;3.d.8_Gerar valor para as áreas de negócios
2025;3.d.9;Desenvolver e manter modelos Machine Learning em produção;3.d.9_Desenvolver e manter modelos Machine Learning em produção
2025;3.d.10;Gerenciar a expectativa das áreas;3.d.10_Gerenciar a expectativa das áreas
2025;3.d.11;Garantir a manutenção dos projetos e modelos em produção;3.d.11_Garantir a manutenção dos projetos e modelos em produção
2025;3.d.12;Conseguir levar inovação para a empresa;3.d.12_Conseguir levar inovação para a empresa
2025;3.d.13;Garantir (ROI) em projetos de dados;3.d.13_Garantir (ROI) em projetos de dados
2025;3.d.14;Dividir o tempo entre entregas técnicas e gestão;3.d.14_Dividir o tempo entre entregas técnicas e gestão
2025;3.e;ai_generativa_e_llm_é_uma_prioridade?;3.e_ai_generativa_e_llm_é_uma_prioridade?
2025;3.f;tipo_de_uso_de_ai_generativa_e_llm_na_empresa;3.f_tipo_de_uso_de_ai_generativa_e_llm_na_empresa
2025;3.f.1;Colaboradores usando AI generativa de forma independente e descentralizada;3.f.1 Colaboradores usando AI generativa de forma independente e descentralizada
2025;3.f.2;Direcionamento centralizado do uso de AI generativa;3.f.2 Direcionamento centralizado do uso de AI generativa
2025;3.f.3;Desenvolvedores utilizando Copilots;3.f.3 Desenvolvedores utilizando Copilots
2025;3.f.4;AI Generativa e LLMs para melhorar produtos externos para os clientes finais;3.f.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais
2025;3.f.5;AI Generativa e LLMs para melhorar produtos internos para os colaboradores;3.f.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores
2025;3.f.6;IA Generativa e LLMs como principal frente do negócio;3.f.6 IA Generativa e LLMs como principal frente do negócio
2025;3.f.7;IA Generativa e LLMs não é prioridade;3.f.7 IA Generativa e LLMs não é prioridade
2025;3.f.8;Não sei opinar sobre o uso de IA Generativa e LLMs na empresa;3.f.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa
2025;3.g;empresa_está_conseguindo_ter_bons_resultados_com_llms;3.g_empresa_está_conseguindo_ter_bons_resultados_com_llms
2025;3.h;motivos_para_não_usar_ai_generativa_e_llm;3.h_motivos_para_não_usar_ai_generativa_e_llm
2025;3.h.1;Falta de compreensão dos casos de uso;3.h.1 Falta de compreensão dos casos de uso
2025;3.h.2;Falta de confiabilidade das saídas (alucinação dos modelos);3.h.2 Falta de confiabilidade das saídas (alucinação dos modelos)
2025;3.h.3;Incerteza em relação a regulamentação;3.h.3 Incerteza em relação a regulamentação
2025;3.h.4;Preocupações com segurança e privacidade de dados;3.h.4 Preocupações com segurança e privacidade de dados
2025;3.h.5;Retorno sobre investimento (ROI) não comprovado de IA Generativa;3.h.5 Retorno sobre investimento (ROI) não comprovado de IA Generativa
2025;3.h.6;Dados da empresa não estão prontos para uso de IA Generativa;3.h.6 Dados da empresa não estão prontos para uso de IA Generativa
2025;3.h.7;Falta de expertise ou falta de recursos;3.h.7 Falta de expertise ou falta de recursos
2025;3.h.8;Alta direção da empresa não vê valor ou não vê como prioridade;3.h.8 Alta direção da empresa não vê valor ou não vê como prioridade
2025;3.h.9;Preocupações com propriedade intelectual;3.h.9 Preocupações com propriedade intelectual
2025;4.a.1;atuacao_em_dados;4.a.1_atuacao_em_dados
2025;4.a;funcao_de_atuacao;4.a_funcao_de_atuacao
2025;4.b;fontes_de_dados_(dia_a_dia);4.b_fontes_de_dados_(dia_a_dia)
2025;4.b.1;Dados relacionais (estruturados em bancos SQL);4.b.1_Dados relacionais (estruturados em bancos SQL)
2025;4.b.2;Dados armazenados em bancos NoSQL;4.b.2_Dados armazenados em bancos NoSQL
2025;4.b.3;Imagens;4.b.3_Imagens
2025;4.b.4;Textos/Documentos;4.b.4_Textos/Documentos
2025;4.b.5;Vídeos;4.b.5_Vídeos
2025;4.b.6;Áudios;4.b.6_Áudios
2025;4.b.7;Planilhas;4.b.7_Planilhas
2025;4.b.8;Dados georeferenciados;4.b.8_Dados georeferenciados
2025;4.c;linguagem_preferida;4.c_linguagem_preferida
2025;4.c.1;SQL;4.c.1_SQL
2025;4.c.2;R;4.c.2_R
2025;4.c.3;Python;4.c.3_Python
2025;4.c.4;C/C++/C#;4.c.4_C/C++/C#
2025;4.c.5;Julia;4.c.5_Julia
2025;4.c.6;Visual Basic/VBA;4.c.6_Visual Basic/VBA
2025;4.c.7;Scala;4.c.7_Scala
2025;4.c.8;DAX;4.c.8_DAX
2025;4.c.9;Rust;4.c.9_Rust
2025;4.c.10;Não utilizo nenhuma das linguagens listadas;4.c.10_Não utilizo nenhuma das linguagens listadas
2025;4.d;banco_de_dados_(dia_a_dia);4.d_banco_de_dados_(dia_a_dia)
2025;4.d.1;MySQL;4.d.1_MySQL
2025;4.d.2;Oracle;4.d.2_Oracle
2025;4.d.3;SQL SERVER;4.d.3_SQL SERVER
2025;4.d.4;Amazon Aurora ou RDS;4.d.4_Amazon Aurora ou RDS
2025;4.d.5;DynamoDB;4.d.5_DynamoDB
2025;4.d.6;CoachDB;4.d.6_CoachDB
2025;4.d.7;Cassandra;4.d.7_Cassandra
2025;4.d.8;MongoDB;4.d.8_MongoDB
2025;4.d.9;MariaDB;4.d.9_MariaDB
2025;4.d.10;Datomic;4.d.10_Datomic
2025;4.d.11;S3;4.d.11_S3
2025;4.d.12;PostgreSQL;4.d.12_PostgreSQL
2025;4.d.13;ElasticSearch;4.d.13_ElasticSearch
2025;4.d.14;DB2;4.d.14_DB2
2025;4.d.15;Microsoft Access;4.d.15_Microsoft Access
2025;4.d.16;SQLite;4.d.16_SQLite
2025;4.d.17;Sybase;4.d.17_Sybase
2025;4.d.18;Firebase;4.d.18_Firebase
2025;4.d.19;Vertica;4.d.19_Vertica
2025;4.d.20;Redis;4.d.20_Redis
2025;4.d.21;Neo4J;4.d.21_Neo4J
2025;4.d.22;Google BigQuery;4.d.22_Google BigQuery
2025;4.d.23;Google Firestore;4.d.23_Google Firestore
2025;4.d.24;Amazon Redshift;4.d.24_Amazon Redshift
2025;4.d.25;Amazon Athena;4.d.25_Amazon Athena
2025;4.d.26;Snowflake;4.d.26_Snowflake
2025;4.d.27;Databricks;4.d.27_Databricks
2025;4.d.28;HBase;4.d.28_HBase
2025;4.d.29;Presto;4.d.29_Presto
2025;4.d.30;Splunk;4.d.30_Splunk
2025;4.d.31;SAP HANA;4.d.31_SAP HANA
2025;4.d.32;Hive;4.d.32_Hive
2025;4.d.33;Firebird;4.d.33_Firebird
2025;4.e;cloud_(dia_a_dia);4.e_cloud_(dia_a_dia)
2025;4.e.1;Amazon Web Services (AWS);4.e.1_Amazon Web Services (AWS)
2025;4.e.2;Google Cloud (GCP);4.e.2_Google Cloud (GCP)
2025;4.e.3;Azure (Microsoft);4.e.3_Azure (Microsoft)
2025;4.e.4;Oracle Cloud;4.e.4_Oracle Cloud
2025;4.e.5;IBM;4.e.5_IBM
2025;4.e.6;Servidores On Premise/Não utilizamos Cloud;4.e.6_Servidores On Premise/Não utilizamos Cloud
2025;4.e.7;Cloud Própria;4.e.7_Cloud Própria
2025;4.f;cloud_preferida;4.f_cloud_preferida
2025;4.g;ferramenta_de_bi_(dia_a_dia);4.g_ferramenta_de_bi_(dia_a_dia)
2025;4.g.1;Microsoft PowerBI;4.g.1_Microsoft PowerBI
2025;4.g.2;Qlik View/Qlik Sense;4.g.2_Qlik View/Qlik Sense
2025;4.g.3;Tableau;4.g.3_Tableau
2025;4.g.4;Metabase;4.g.4_Metabase
2025;4.g.5;Superset;4.g.5_Superset
2025;4.g.6;Redash;4.g.6_Redash
2025;4.g.7;Looker;4.g.7_Looker
2025;4.g.8;Looker Studio(Google Data Studio);4.g.8_Looker Studio(Google Data Studio)
2025;4.g.9;Amazon Quicksight;4.g.9_Amazon Quicksight
2025;4.g.10;Alteryx;4.g.10_Alteryx
2025;4.g.11;SAP Business Objects/SAP Analytics;4.g.11_SAP Business Objects/SAP Analytics
2025;4.g.12;Oracle Business Intelligence;4.g.12_Oracle Business Intelligence
2025;4.g.13;Salesforce/Einstein Analytics;4.g.13_Salesforce/Einstein Analytics
2025;4.g.14;SAS Visual Analytics;4.g.14_SAS Visual Analytics
2025;4.g.15;Grafana;4.g.15_Grafana
2025;4.g.16;Pentaho;4.g.16_Pentaho
2025;4.g.17;Fazemos todas as análises utilizando apenas Excel ou planilhas do google;4.g.17_Fazemos todas as análises utilizando apenas Excel ou planilhas do google
2025;4.g.18;Não utilizo nenhuma ferramenta de BI no trabalho;4.g.18_Não utilizo nenhuma ferramenta de BI no trabalho
2025;4.h;ferramenta_de_bi_preferida;4.h_ferramenta_de_bi_preferida
2025;4.i;tipo_de_uso_de_ai_generativa_e_llm_na_empresa;4.i_tipo_de_uso_de_ai_generativa_e_llm_na_empresa
2025;4.i.1;Colaboradores usando AI generativa de forma independente e descentralizada;4.i.1 Colaboradores usando AI generativa de forma independente e descentralizada
2025;4.i.2;Direcionamento centralizado do uso de AI generativa;4.i.2 Direcionamento centralizado do uso de AI generativa
2025;4.i.3;Desenvolvedores utilizando Copilots;4.i.3 Desenvolvedores utilizando Copilots
2025;4.i.4;AI Generativa e LLMs para melhorar produtos externos para os clientes finais;4.i.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais
2025;4.i.5;AI Generativa e LLMs para melhorar produtos internos para os colaboradores;4.i.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores
2025;4.i.6;IA Generativa e LLMs como principal frente do negócio;4.i.6 IA Generativa e LLMs como principal frente do negócio
2025;4.i.7;IA Generativa e LLMs não é prioridade;4.i.7 IA Generativa e LLMs não é prioridade
2025;4.i.8;Não sei opinar sobre o uso de IA Generativa e LLMs na empresa;4.i.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa
2025;4.j;usa_chatgpt_ou_copilot_no_trabalho?;4.j_usa_chatgpt_ou_copilot_no_trabalho?
2025;4.j.1;Não uso soluções de AI Generativa com foco em produtividade;4.j.1 Não uso soluções de AI Generativa com foco em produtividade
2025;4.j.2;Uso soluções gratuitas de AI Generativa com foco em produtividade;4.j.2 Uso soluções gratuitas de AI Generativa com foco em produtividade
2025;4.j.3;Uso e pago pelas soluções de AI Generativa com foco em produtividade;4.j.3 Uso e pago pelas soluções de AI Generativa com foco em produtividade
2025;4.j.4;A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade;4.j.4 A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade
2025;4.j.5;Uso soluções do tipo Copilot;4.j.5 Uso soluções do tipo Copilot
2025;5.a;objetivo_na_area_de_dados;5.a_objetivo_na_area_de_dados
2025;5.b;oportunidade_buscada;5.b_oportunidade_buscada
2025;5.c;tempo_em_busca_de_oportunidade;5.c_tempo_em_busca_de_oportunidade
2025;5.d;experiencia_em_processos_seletivos;5.d_experiencia_em_processos_seletivos
2025;6.a;rotina_como_de;6.a_rotina_como_de
2025;6.a.1;Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.;6.a.1_Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.
